set_number,sentID_in_set,theme,numerosity,tense,sentence,word_count,structure,sentID_in_dataset,sentence_id,audio_filename,before_semantic_switch_sentence
37,12,relationship,plural,present,The joyful siblings who distribute toys always support their friends.,10,standard_subject_d,876,ctr_00875,ctr_00875.wav,The happy siblings who share toys always support their friends.
37,13,relationship,plural,present,The siblings who the parents instructed support their companions.,9,standard_object_a,877,ctr_00876,ctr_00876.wav,The siblings who the parents taught support their friends.
37,14,relationship,plural,present,The siblings who the parents instructed always assist their friends.,10,standard_object_b,878,ctr_00877,ctr_00877.wav,The siblings who the parents taught always support their friends.
37,15,relationship,plural,present,The happy siblings who the parents instructed support their friends.,10,standard_object_c,879,ctr_00878,ctr_00878.wav,The happy siblings who the parents taught support their friends.
37,16,relationship,plural,present,The joyful siblings who the parents taught always assist their friends.,11,standard_object_d,880,ctr_00879,ctr_00879.wav,The happy siblings who the parents taught always support their friends.
37,17,relationship,plural,present,The siblings who saw the pictures that were in the book assist their friends.,14,nested_subject_a,881,ctr_00880,ctr_00880.wav,The siblings who saw the pictures that were in the book support their friends.
37,18,relationship,plural,present,The brothers who saw the pictures that were in the book always assist their companions.,15,nested_subject_b,882,ctr_00881,ctr_00881.wav,The siblings who saw the pictures that were in the book always support their friends.
37,19,relationship,plural,present,The happy siblings who saw the images that were in the book assist their friends.,15,nested_subject_c,883,ctr_00882,ctr_00882.wav,The happy siblings who saw the pictures that were in the book support their friends.
37,20,relationship,plural,present,The joyful siblings who saw the pictures that were in the book always support their friends.,16,nested_subject_d,884,ctr_00883,ctr_00883.wav,The happy siblings who saw the pictures that were in the book always support their friends.
38,1,relationship,singular,past,The parent read a volume.,5,baseline_a,889,ctr_00888,ctr_00888.wav,The parent read a book.
38,2,relationship,singular,past,The parent attentively perused a book.,6,baseline_b,890,ctr_00889,ctr_00889.wav,The parent attentively read a book.
38,3,relationship,singular,past,The loving guardian perused a book.,6,baseline_c,891,ctr_00890,ctr_00890.wav,The loving parent read a book.
38,4,relationship,singular,past,The caring guardian carefully read a book.,7,baseline_d,892,ctr_00891,ctr_00891.wav,The loving parent attentively read a book.
38,5,relationship,singular,past,The parent in the house perused a book.,8,control_a,893,ctr_00892,ctr_00892.wav,The parent in the house read a book.
38,6,relationship,singular,past,The parent in the house carefully read a book.,9,control_b,894,ctr_00893,ctr_00893.wav,The parent in the house attentively read a book.
38,7,relationship,singular,past,The caring parent in the house read a volume.,9,control_c,895,ctr_00894,ctr_00894.wav,The loving parent in the house read a book.
38,8,relationship,singular,past,The caring guardian in the home attentively read a book.,10,control_d,896,ctr_00895,ctr_00895.wav,The loving parent in the house attentively read a book.
38,9,relationship,singular,past,The parent who chanted skillfully read a book.,8,standard_subject_a,897,ctr_00896,ctr_00896.wav,The parent who sang well read a book.
38,10,relationship,singular,past,The parent who sang well attentively read a book.,9,standard_subject_b,898,ctr_00897,ctr_00897.wav,The parent who sang well attentively read a book.
38,11,relationship,singular,past,The loving parent who sang well read a book.,9,standard_subject_c,899,ctr_00898,ctr_00898.wav,The loving parent who sang well read a book.
38,12,relationship,singular,past,The caring parent who sang well attentively read a book.,10,standard_subject_d,900,ctr_00899,ctr_00899.wav,The loving parent who sang well attentively read a book.
38,13,relationship,singular,past,The parent who the friend helped read a book.,9,standard_object_a,901,ctr_00900,ctr_00900.wav,The parent who the friend helped read a book.
38,14,relationship,singular,past,The parent who the friend helped carefully read a book.,10,standard_object_b,902,ctr_00901,ctr_00901.wav,The parent who the friend helped attentively read a book.
38,15,relationship,singular,past,The caring parent who the friend helped read a book.,10,standard_object_c,903,ctr_00902,ctr_00902.wav,The loving parent who the friend helped read a book.
38,16,relationship,singular,past,The loving parent who the friend assisted carefully read a book.,11,standard_object_d,904,ctr_00903,ctr_00903.wav,The loving parent who the friend helped attentively read a book.
38,17,relationship,singular,past,The parent who watched the movie that was suggested read a book.,12,nested_subject_a,905,ctr_00904,ctr_00904.wav,The parent who watched the movie that was recommended read a book.
38,18,relationship,singular,past,The parent who viewed the movie that was suggested attentively read a book.,13,nested_subject_b,906,ctr_00905,ctr_00905.wav,The parent who watched the movie that was recommended attentively read a book.
38,19,relationship,singular,past,The affectionate parent who viewed the movie that was suggested perused a book.,13,nested_subject_c,907,ctr_00906,ctr_00906.wav,The loving parent who watched the movie that was recommended read a book.
38,20,relationship,singular,past,The caring guardian who watched the movie that was recommended attentively read a book.,14,nested_subject_d,908,ctr_00907,ctr_00907.wav,The loving parent who watched the movie that was recommended attentively read a book.
39,1,relationship,singular,present,The baby looks at the ball.,6,baseline_a,913,ctr_00912,ctr_00912.wav,The baby looks at the ball.
39,2,relationship,singular,present,The baby curiously gazes at the ball.,7,baseline_b,914,ctr_00913,ctr_00913.wav,The baby curiously looks at the ball.
39,3,relationship,singular,present,The cute baby gazes at the ball.,7,baseline_c,915,ctr_00914,ctr_00914.wav,The cute baby looks at the ball.
39,4,relationship,singular,present,The adorable baby inquisitively gazes at the ball.,8,baseline_d,916,ctr_00915,ctr_00915.wav,The cute baby curiously looks at the ball.
39,5,relationship,singular,present,The baby in the playpen looks at the ball.,9,control_a,917,ctr_00916,ctr_00916.wav,The baby in the playpen looks at the ball.
39,6,relationship,singular,present,The baby in the playpen curiously gazes at the ball.,10,control_b,918,ctr_00917,ctr_00917.wav,The baby in the playpen curiously looks at the ball.
39,7,relationship,singular,present,The adorable infant in the playpen gazes at the ball.,10,control_c,919,ctr_00918,ctr_00918.wav,The cute baby in the playpen looks at the ball.
39,8,relationship,singular,present,The adorable baby in the playpen curiously gazes at the ball.,11,control_d,920,ctr_00919,ctr_00919.wav,The cute baby in the playpen curiously looks at the ball.
39,9,relationship,singular,present,The baby who consumes milk gazes at the ball.,9,standard_subject_a,921,ctr_00920,ctr_00920.wav,The baby who drinks milk looks at the ball.
39,10,relationship,singular,present,The baby who drinks milk inquisitively looks at the ball.,10,standard_subject_b,922,ctr_00921,ctr_00921.wav,The baby who drinks milk curiously looks at the ball.
39,11,relationship,singular,present,The cute infant who drinks milk looks at the ball.,10,standard_subject_c,923,ctr_00922,ctr_00922.wav,The cute baby who drinks milk looks at the ball.
39,12,relationship,singular,present,The cute baby who consumes milk inquisitively gazes at the ball.,11,standard_subject_d,924,ctr_00923,ctr_00923.wav,The cute baby who drinks milk curiously looks at the ball.
39,13,relationship,singular,present,The baby who the babysitter calms looks at the ball.,10,standard_object_a,925,ctr_00924,ctr_00924.wav,The baby who the babysitter calms looks at the ball.
39,14,relationship,singular,present,The baby who the babysitter soothes curiously looks at the ball.,11,standard_object_b,926,ctr_00925,ctr_00925.wav,The baby who the babysitter calms curiously looks at the ball.
39,15,relationship,singular,present,The cute baby who the babysitter calms looks at the ball.,11,standard_object_c,927,ctr_00926,ctr_00926.wav,The cute baby who the babysitter calms looks at the ball.
39,16,relationship,singular,present,The adorable baby who the babysitter calms inquisitively looks at the ball.,12,standard_object_d,928,ctr_00927,ctr_00927.wav,The cute baby who the babysitter calms curiously looks at the ball.
39,17,relationship,singular,present,The baby who samples the fruit that has spots gazes at the ball.,13,nested_subject_a,929,ctr_00928,ctr_00928.wav,The baby who tastes the fruit that has spots looks at the ball.
39,18,relationship,singular,present,The baby who samples the fruit that has spots inquisitively gazes at the ball.,14,nested_subject_b,930,ctr_00929,ctr_00929.wav,The baby who tastes the fruit that has spots curiously looks at the ball.
39,19,relationship,singular,present,The adorable baby who tastes the fruit that has spots looks at the ball.,14,nested_subject_c,931,ctr_00930,ctr_00930.wav,The cute baby who tastes the fruit that has spots looks at the ball.
39,20,relationship,singular,present,The adorable baby who tastes the fruit that has spots curiously looks at the ball.,15,nested_subject_d,932,ctr_00931,ctr_00931.wav,The cute baby who tastes the fruit that has spots curiously looks at the ball.
40,1,science,plural,past,The scientists examined the information.,5,baseline_a,937,ctr_00936,ctr_00936.wav,The physicists analyzed the data.
40,2,science,plural,past,The scientists meticulously examined the information.,6,baseline_b,938,ctr_00937,ctr_00937.wav,The physicists carefully analyzed the data.
40,3,science,plural,past,The skilled physicists analyzed the information.,6,baseline_c,939,ctr_00938,ctr_00938.wav,The skilled physicists analyzed the data.
40,4,science,plural,past,The expert physicists carefully examined the data.,7,baseline_d,940,ctr_00939,ctr_00939.wav,The skilled physicists carefully analyzed the data.
