numerosity,dataset,structure,theme,sentence,audio_filename,tense,num_words,sentence_id
plural,naturalistic,dependent,weather,The flowers that bloom in spring will be blooming earlier,nat_18598.wav,future,10,nat_18598
plural,naturalistic,simple,humanity,Are the actors going to win awards?,nat_12928.wav,future,7,nat_12928
singular,naturalistic,simple,work,Is the job interview today?,nat_05065.wav,present,5,nat_05065
singular,naturalistic,independent,work,Did the student not attend classes because she was not interested?,nat_09335.wav,past,11,nat_09335
singular,naturalistic,simple,nature,Does the flower bloom every year?,nat_01548.wav,present,6,nat_01548
plural,naturalistic,preposition,housing,All the windows of our house were open yesterday,nat_07435.wav,past,9,nat_07435
singular,naturalistic,simple,weather,Does she not love autumn leaves?,nat_15518.wav,present,6,nat_15518
plural,naturalistic,dependent,humanity,Are the kids going to learn about different cultures in school?,nat_10932.wav,future,11,nat_10932
singular,naturalistic,preposition,shopping,Is the employee at the store knowledgeable about products?,nat_10024.wav,present,9,nat_10024
singular,naturalistic,simple,food,A good chef knows how to balance flavors,nat_15809.wav,present,8,nat_15809
singular,naturalistic,dependent,food,Does my sister not like the soup that I made?,nat_16703.wav,present,10,nat_16703
plural,naturalistic,preposition,shopping,Those items were not on sale last week,nat_11878.wav,past,8,nat_11878
singular,naturalistic,dependent,health,His mental health will improve when he starts therapy,nat_08919.wav,future,9,nat_08919
singular,naturalistic,dependent,humanity,The historian wrote a book that became a bestseller,nat_18985.wav,past,9,nat_18985
singular,naturalistic,preposition,science,The satellite in space was transmitting signals,nat_14205.wav,past,7,nat_14205
singular,naturalistic,dependent,health,He will be able to run after his leg heals,nat_08418.wav,future,10,nat_08418
singular,naturalistic,independent,food,Did he eat leftovers for dinner last night?,nat_09026.wav,past,8,nat_09026
plural,naturalistic,dependent,nature,Were the forests that covered the land not very dense then?,nat_02486.wav,past,11,nat_02486
singular,naturalistic,simple,basic,He has never been to a party,nat_09322.wav,past,7,nat_09322
singular,naturalistic,simple,emotion,I am feeling anxious about my exam,nat_09582.wav,present,7,nat_09582
singular,naturalistic,preposition,science,The keyboard under my fingers was sticky,nat_14906.wav,past,7,nat_14906
plural,naturalistic,independent,health,Did they not take their medication because they felt better?,nat_10713.wav,past,10,nat_10713
plural,naturalistic,simple,food,Most athletes require high calorie intake,nat_12282.wav,present,6,nat_12282
singular,naturalistic,independent,emotion,My brother gets frustrated when his internet connection is slow,nat_15153.wav,present,10,nat_15153
singular,naturalistic,simple,art,Won't the art gallery be closed tomorrow?,nat_08257.wav,future,7,nat_08257
singular,naturalistic,simple,emotion,Her voice trembles with fear always,nat_16721.wav,present,6,nat_16721
plural,naturalistic,dependent,sport,They had been preparing for the Olympics for years already,nat_16484.wav,past,10,nat_16484
plural,naturalistic,simple,transport,Do you think they will fix the roads soon?,nat_02024.wav,future,9,nat_02024
singular,naturalistic,simple,relationship,Her brother is not a student,nat_01872.wav,present,6,nat_01872
plural,naturalistic,simple,basic,Do they need any more help?,nat_00354.wav,present,6,nat_00354
singular,naturalistic,simple,food,The boy will have a big appetite tonight,nat_05360.wav,future,8,nat_05360
plural,naturalistic,independent,humanity,The actors will rehearse for the play or musical,nat_14099.wav,future,9,nat_14099
plural,naturalistic,dependent,nature,The plants that will grow in this soil are not healthy,nat_15880.wav,future,11,nat_15880
singular,naturalistic,simple,health,Doesn't my mom exercise regularly now?,nat_01164.wav,present,6,nat_01164
plural,naturalistic,dependent,emotion,The animals that live in the forest are often scared,nat_17971.wav,present,10,nat_17971
singular,naturalistic,independent,weather,The weather will be nice if it doesn't rain,nat_18700.wav,future,9,nat_18700
singular,naturalistic,simple,relationship,Does she not miss her parents?,nat_03395.wav,present,6,nat_03395
plural,naturalistic,dependent,health,The kids who played outside got tired easily,nat_14813.wav,past,8,nat_14813
plural,naturalistic,independent,transport,Did the kids not enjoy the trip to the mountains so much?,nat_15117.wav,past,12,nat_15117
singular,naturalistic,simple,shopping,Did you see any interesting products on display?,nat_03127.wav,past,8,nat_03127
singular,naturalistic,preposition,basic,I will see you at the party tonight,nat_09694.wav,future,8,nat_09694
plural,naturalistic,independent,food,Are they on a diet but still eating junk food daily?,nat_08501.wav,present,11,nat_08501
singular,naturalistic,preposition,transport,Isn't the road to the hotel going to be closed?,nat_13820.wav,future,10,nat_13820
singular,naturalistic,preposition,work,Will she be moving to a new office soon?,nat_09383.wav,future,9,nat_09383
plural,naturalistic,preposition,transport,Do the taxis not take credit cards here?,nat_07160.wav,present,8,nat_07160
singular,naturalistic,dependent,transport,Does the car that I will rent have air conditioning?,nat_10563.wav,future,10,nat_10563
singular,naturalistic,independent,humanity,Wasn't the music festival cancelled due to rain?,nat_04354.wav,past,8,nat_04354
plural,naturalistic,simple,relationship,The sisters will not talk to each other,nat_16174.wav,future,8,nat_16174
singular,naturalistic,independent,art,Does he make music for a living now?,nat_13357.wav,present,8,nat_13357
singular,naturalistic,simple,basic,Is it time to sleep?,nat_03587.wav,present,5,nat_03587
plural,naturalistic,dependent,nature,Do the trees that grow near rivers need more water?,nat_12530.wav,present,10,nat_12530
singular,naturalistic,simple,emotion,Is my mom not worried?,nat_16732.wav,present,5,nat_16732
singular,naturalistic,preposition,housing,Wasn't the house on the hill for sale last year?,nat_10962.wav,past,10,nat_10962
plural,naturalistic,dependent,basic,Do the babies not like the food that we cooked?,nat_17956.wav,present,10,nat_17956
singular,naturalistic,simple,sport,He plays chess in his spare time,nat_10185.wav,present,7,nat_10185
plural,naturalistic,independent,science,Do programmers write code if they know algorithms well?,nat_00324.wav,present,9,nat_00324
singular,naturalistic,preposition,nature,The path through the woods was not easy,nat_07890.wav,past,8,nat_07890
plural,naturalistic,independent,weather,We had sunshine when we went to the beach yesterday,nat_05171.wav,past,10,nat_05171
plural,naturalistic,preposition,art,The musicians in the band did not get along,nat_05648.wav,past,9,nat_05648
singular,naturalistic,independent,basic,The room is not clean because no one cleaned it,nat_06743.wav,present,10,nat_06743
singular,naturalistic,dependent,nature,A bird will have built its nest by next spring,nat_07398.wav,future,10,nat_07398
plural,naturalistic,dependent,emotion,The emotions that we hide will come out eventually,nat_03209.wav,future,9,nat_03209
plural,naturalistic,preposition,weather,Storms were brewing over the mountains last night,nat_11267.wav,past,8,nat_11267
plural,naturalistic,independent,health,Were the parents not worried about their kids' health but happy?,nat_12097.wav,past,11,nat_12097
singular,naturalistic,dependent,weather,Does the person who checks the forecast know it will rain today?,nat_18135.wav,present,12,nat_18135
plural,naturalistic,preposition,art,Are the art pieces in this room going to be sold?,nat_14507.wav,future,11,nat_14507
plural,naturalistic,independent,health,Why did the elderly not take care of their mental health?,nat_04752.wav,past,11,nat_04752
plural,naturalistic,dependent,sport,Will the cyclists who have been training intensely win the tour?,nat_08879.wav,future,11,nat_08879
singular,naturalistic,preposition,work,The girl with the red hair was a genius,nat_11356.wav,past,9,nat_11356
singular,naturalistic,simple,shopping,Can she get a free trial of the service?,nat_02379.wav,future,9,nat_02379
singular,naturalistic,preposition,food,Does he not take sugar with his coffee every morning?,nat_16670.wav,present,10,nat_16670
singular,naturalistic,independent,nature,The river will overflow so the village will be flooded,nat_14515.wav,future,10,nat_14515
plural,naturalistic,preposition,emotion,Were the kids in the park feeling happy yesterday?,nat_12361.wav,past,9,nat_12361
singular,naturalistic,dependent,work,Did the teacher not explain the lesson clearly yesterday?,nat_08021.wav,past,9,nat_08021
plural,naturalistic,simple,nature,The rivers flowed into the ocean,nat_14102.wav,past,6,nat_14102
plural,naturalistic,simple,food,We did not have any snacks available,nat_06658.wav,past,7,nat_06658
plural,naturalistic,dependent,science,Are the phones that we will use going to be waterproof?,nat_18426.wav,future,11,nat_18426
plural,naturalistic,dependent,nature,Are the plants that grow in shade not very healthy?,nat_08177.wav,present,10,nat_08177
plural,naturalistic,independent,shopping,Were the products guaranteed or did you buy at your risk?,nat_11620.wav,past,11,nat_11620
singular,naturalistic,preposition,basic,The book under the bed was my favorite novel,nat_07857.wav,past,9,nat_07857
plural,naturalistic,independent,transport,Were the traffic lights working when the pedestrians crossed?,nat_04421.wav,past,9,nat_04421
plural,naturalistic,dependent,humanity,Are the children who learn music very creative people generally?,nat_01101.wav,present,10,nat_01101
singular,naturalistic,simple,work,Does she earn a good salary?,nat_15109.wav,present,6,nat_15109
plural,naturalistic,dependent,art,Aren't the art students who won't practice going to fail?,nat_13099.wav,future,10,nat_13099
singular,naturalistic,simple,work,The student is not studying for the exam,nat_08609.wav,present,8,nat_08609
plural,naturalistic,dependent,shopping,We can buy the things we need at lower prices,nat_08061.wav,present,10,nat_08061
plural,naturalistic,independent,emotion,Are they scared because they are watching a horror movie?,nat_03250.wav,present,10,nat_03250
plural,naturalistic,simple,food,Will the hospitals provide free meals to patients?,nat_12332.wav,future,8,nat_12332
singular,naturalistic,preposition,housing,The woman next door will sell her house next year,nat_03557.wav,future,10,nat_03557
singular,naturalistic,simple,work,Is the university far from here?,nat_00709.wav,present,6,nat_00709
plural,naturalistic,preposition,transport,The trains will arrive at the station in a few hours,nat_00118.wav,future,11,nat_00118
singular,naturalistic,independent,shopping,Wasn't the sale over when you arrived at the store?,nat_10214.wav,past,10,nat_10214
plural,naturalistic,independent,basic,Are the teachers working hard because the exams are near?,nat_04598.wav,present,10,nat_04598
plural,naturalistic,independent,relationship,Why don't the kids like it when their parents are not home or around?,nat_02042.wav,present,14,nat_02042
plural,naturalistic,dependent,food,The people who were on a diet didn't lose weight,nat_07419.wav,past,10,nat_07419
