theme,type,structure,numer,tense,polarity,sentence,num_words,validity_huge_issue,sentence_id,audio_filename,presents_special_char,cluster,list_index
basic,declarative,preposition,plural,present,affirmative,The men in the office are having a meeting,9,correct,nat_17048,nat_17048.wav,False,3594,6
shopping,declarative,simple,singular,present,negative,She does not want to try it,7,correct,nat_08320,nat_08320.wav,False,1088,6
shopping,interrogative,dependent,singular,present,affirmative,Does the store that I like have a branch here?,10,correct,nat_13335,nat_13335.wav,False,1485,6
health,declarative,dependent,plural,past,affirmative,The smokers who quit felt more confident,7,correct,nat_01131,nat_01131.wav,False,2804,6
weather,declarative,preposition,plural,present,affirmative,The kids outside are playing in the snow,8,correct,nat_00785,nat_00785.wav,False,3533,6
work,interrogative,dependent,singular,present,affirmative,Can someone with no experience get a job in management?,10,correct,nat_06604,nat_06604.wav,False,3002,6
relationship,declarative,dependent,singular,past,affirmative,She was the one who took care of her sister,10,correct,nat_17103,nat_17103.wav,False,42,6
housing,interrogative,preposition,singular,past,affirmative,Did he paint the walls of his bedroom?,8,correct,nat_13969,nat_13969.wav,False,775,6
work,declarative,preposition,plural,present,negative,The students next to me are not paying attention,9,correct,nat_10321,nat_10321.wav,False,1037,6
art,declarative,dependent,singular,present,negative,The writer who lives next door is not famous,9,correct,nat_08973,nat_08973.wav,False,4312,6
health,interrogative,dependent,plural,future,affirmative,Do the couples who communicate openly have healthier relationships?,9,correct,nat_03600,nat_03600.wav,False,3216,6
work,declarative,simple,singular,past,affirmative,She had been searching for a job,7,correct,nat_10649,nat_10649.wav,False,32,6
relationship,declarative,dependent,singular,past,affirmative,The person I loved was my mother,7,correct,nat_17096,nat_17096.wav,False,1814,6
transport,declarative,independent,singular,past,affirmative,I went on vacation and forgot my phone charger,9,correct,nat_12451,nat_12451.wav,False,5059,6
health,interrogative,simple,singular,past,affirmative,Was his addiction to gaming a problem?,7,correct,nat_08118,nat_08118.wav,False,2713,6
transport,interrogative,dependent,plural,present,affirmative,Are the buses that go to the beach running on time?,11,correct,nat_14863,nat_14863.wav,False,200,6
work,declarative,preposition,plural,past,affirmative,Many engineers had lost their jobs due to the crisis then,11,correct,nat_09320,nat_09320.wav,False,961,6
art,declarative,preposition,plural,past,negative,Many artists did not like the new style of music,10,correct,nat_04345,nat_04345.wav,False,2894,6
housing,interrogative,preposition,singular,present,affirmative,Are you painting the walls in your room?,8,correct,nat_16549,nat_16549.wav,False,2792,6
food,interrogative,dependent,plural,present,affirmative,Do the families who come here eat together often?,9,correct,nat_10512,nat_10512.wav,False,257,6
nature,declarative,dependent,plural,past,affirmative,The animals that lived in the forest were very big,10,correct,nat_16127,nat_16127.wav,False,156,6
work,declarative,preposition,plural,present,affirmative,The women at university are studying engineering,7,correct,nat_07923,nat_07923.wav,False,1901,6
shopping,interrogative,simple,plural,past,affirmative,Did the clerks help many people find gifts?,8,correct,nat_14717,nat_14717.wav,False,5156,6
art,interrogative,independent,plural,past,affirmative,Were the paintings sold quickly because they were very good?,10,correct,nat_01541,nat_01541.wav,False,1724,6
health,interrogative,independent,plural,present,affirmative,Why do many people exercise daily yet feel unhappy?,9,correct,nat_07009,nat_07009.wav,False,1448,6
housing,declarative,preposition,plural,past,negative,The rooms in the old apartment were not clean,9,correct,nat_14666,nat_14666.wav,False,4828,6
work,declarative,simple,plural,present,affirmative,New employees get a lot of training,7,correct,nat_07786,nat_07786.wav,False,1316,6
science,interrogative,preposition,singular,present,negative,Is the software on this computer not updated?,8,correct,nat_13527,nat_13527.wav,False,1452,6
basic,interrogative,preposition,singular,future,negative,Will the man behind you not be helping?,8,correct,nat_05982,nat_05982.wav,False,1582,6
science,interrogative,simple,singular,past,affirmative,Did she learn how to code last year?,8,correct,nat_05685,nat_05685.wav,False,5029,6
food,declarative,simple,plural,present,affirmative,Fresh fruits are rich in vitamins and minerals,8,correct,nat_08047,nat_08047.wav,False,4587,6
weather,interrogative,simple,singular,future,affirmative,Is a drought predicted for next year?,7,correct,nat_13580,nat_13580.wav,False,4556,6
work,declarative,independent,singular,past,affirmative,The teacher helped him because he was struggling,8,correct,nat_09034,nat_09034.wav,False,4148,6
weather,declarative,simple,singular,past,negative,The drought did not affect our crops,7,correct,nat_12995,nat_12995.wav,False,263,6
humanity,interrogative,simple,singular,present,affirmative,Does she work for a non-profit organization?,7,correct,nat_03936,nat_03936.wav,False,5131,6
transport,declarative,simple,singular,past,negative,He did not take a taxi home,7,correct,nat_15561,nat_15561.wav,False,258,6
housing,declarative,dependent,singular,future,negative,The cleaning product that I will use will not work,10,correct,nat_04686,nat_04686.wav,False,629,6
nature,declarative,simple,plural,past,affirmative,The birds had built their nests,6,correct,nat_18327,nat_18327.wav,False,2628,6
relationship,interrogative,dependent,plural,future,affirmative,Will the guys that my sister will introduce be single men?,11,correct,nat_18717,nat_18717.wav,False,963,6
basic,declarative,simple,plural,future,affirmative,The guests will be offered a drink upon arrival,9,correct,nat_11240,nat_11240.wav,False,4219,6
work,interrogative,dependent,plural,past,affirmative,Did the researchers find the data they were looking for?,10,correct,nat_03397,nat_03397.wav,False,2219,6
basic,declarative,preposition,plural,future,negative,The friends will not meet at the park on Friday,10,correct,nat_02150,nat_02150.wav,False,5084,6
food,declarative,simple,singular,past,affirmative,The dog gobbled up its food quickly,7,correct,nat_12381,nat_12381.wav,False,3734,6
relationship,declarative,simple,singular,present,negative,My friend does not have children,6,correct,nat_18176,nat_18176.wav,False,2141,6
health,interrogative,preposition,plural,present,negative,Are the kids under 10 not getting enough sleep tonight?,10,correct,nat_02274,nat_02274.wav,False,1648,6
sport,declarative,dependent,plural,present,affirmative,They always eat healthy food that gives them energy,9,correct,nat_08496,nat_08496.wav,False,2203,6
emotion,interrogative,independent,plural,present,negative,Why are they not feeling angry but hurt instead?,9,correct,nat_12276,nat_12276.wav,False,672,6
food,interrogative,independent,singular,past,affirmative,Was the fruit ripe when it was picked so early?,10,correct,nat_12179,nat_12179.wav,False,4677,6
basic,interrogative,simple,plural,future,negative,Will they not attend the party tonight?,7,correct,nat_05766,nat_05766.wav,False,3055,6
transport,interrogative,simple,singular,future,affirmative,Does the hotel offer free parking?,6,correct,nat_06062,nat_06062.wav,False,2297,6
health,interrogative,preposition,singular,future,affirmative,Is the woman in the hospital going to be okay?,10,correct,nat_07867,nat_07867.wav,False,1797,6
shopping,declarative,independent,singular,present,affirmative,I buy this because my friend recommended it,8,correct,nat_03618,nat_03618.wav,False,2329,6
transport,interrogative,preposition,singular,past,affirmative,Was the train from the city on time?,8,correct,nat_17372,nat_17372.wav,False,2585,6
nature,declarative,preposition,singular,future,affirmative,A tree will grow next to the river,8,correct,nat_11287,nat_11287.wav,False,1499,6
food,interrogative,simple,plural,present,affirmative,Do older people need more fiber?,6,correct,nat_06828,nat_06828.wav,False,350,6
housing,declarative,preposition,singular,past,affirmative,She had painted the walls of her home,8,correct,nat_18861,nat_18861.wav,False,2473,6
weather,declarative,independent,plural,present,affirmative,The forecast says it will rain but the sky is clear,11,correct,nat_05472,nat_05472.wav,False,2592,6
sport,declarative,dependent,singular,present,negative,My brother is not good at playing tennis yet,9,correct,nat_17070,nat_17070.wav,False,1149,6
sport,declarative,simple,singular,present,affirmative,He enjoys watching sports on television,6,correct,nat_09706,nat_09706.wav,False,3921,6
relationship,interrogative,simple,plural,present,affirmative,Are they close friends of your family?,7,correct,nat_06258,nat_06258.wav,False,4903,6
housing,declarative,preposition,singular,present,negative,The door of my apartment is not locked,8,correct,nat_13812,nat_13812.wav,False,2015,6
shopping,interrogative,preposition,plural,past,negative,Were the services of that company not available in many areas?,11,correct,nat_13260,nat_13260.wav,False,2236,6
work,interrogative,simple,plural,future,affirmative,Are the professors going to retire next year?,8,correct,nat_18194,nat_18194.wav,False,1312,6
transport,interrogative,preposition,plural,present,affirmative,Are the planes taking off on schedule today?,8,correct,nat_05330,nat_05330.wav,False,756,6
science,interrogative,simple,singular,past,affirmative,Did the engineer design a new algorithm?,7,correct,nat_05691,nat_05691.wav,False,2740,6
sport,interrogative,independent,singular,past,affirmative,Was the champion proud when she accepted her trophy?,9,correct,nat_14079,nat_14079.wav,False,208,6
nature,declarative,preposition,singular,past,affirmative,The plant on the table was dying slowly,8,correct,nat_05887,nat_05887.wav,False,2950,6
work,declarative,dependent,singular,present,affirmative,The woman sitting next to me is a doctor,9,correct,nat_13129,nat_13129.wav,False,3800,6
relationship,interrogative,independent,singular,past,affirmative,Did his mom cook dinner because he was hungry?,9,correct,nat_18133,nat_18133.wav,False,556,6
humanity,interrogative,preposition,plural,past,affirmative,Were the tourists in the city visiting old museums?,9,correct,nat_16378,nat_16378.wav,False,1035,6
sport,declarative,preposition,plural,future,affirmative,The kids in the park will play soccer tomorrow,9,correct,nat_00898,nat_00898.wav,False,182,6
shopping,declarative,dependent,plural,past,affirmative,We found the shoes that my sister wanted to buy,10,correct,nat_14339,nat_14339.wav,False,2106,6
emotion,interrogative,simple,plural,present,affirmative,Are the kids scared of the dark room upstairs?,9,correct,nat_02677,nat_02677.wav,False,3266,6
basic,interrogative,independent,singular,past,affirmative,Did he eat lunch before going to the gym?,9,correct,nat_18663,nat_18663.wav,False,276,6
weather,declarative,preposition,plural,future,affirmative,The leaves will be falling off the trees soon outside,10,correct,nat_04899,nat_04899.wav,False,112,6
