tense,dataset,theme,num_words,structure,audio_filename,sentence_id,numerosity,sentence
future,naturalistic,relationship,10,independent,nat_01109.wav,nat_01109,plural,Ask about their day when they will come back home
future,naturalistic,art,10,preposition,nat_01266.wav,nat_01266,singular,You will never create art with your heart in fear
present,naturalistic,shopping,8,simple,nat_01722.wav,nat_01722,singular,The store does not sell any fresh vegetables
future,naturalistic,shopping,10,simple,nat_01862.wav,nat_01862,singular,Visit the market and you will see the fresh produce
future,naturalistic,basic,8,preposition,nat_01183.wav,nat_01183,plural,Share your snacks with those at the back
present,naturalistic,nature,5,simple,nat_00524.wav,nat_00524,plural,Are mountains visible from here?
future,naturalistic,transport,10,simple,nat_01059.wav,nat_01059,singular,Isn't the train going to leave without any passengers tomorrow?
present,naturalistic,weather,8,dependent,nat_00540.wav,nat_00540,singular,You mustn't drive when fog doesn't clear up
present,naturalistic,work,6,simple,nat_01194.wav,nat_01194,singular,Our coach trains us every morning
future,naturalistic,basic,7,simple,nat_01678.wav,nat_01678,singular,Isn't your friend attending the meeting later?
future,naturalistic,shopping,10,independent,nat_00748.wav,nat_00748,singular,I won't shop there again if they don't improve service
future,naturalistic,work,8,simple,nat_00230.wav,nat_00230,plural,The students will study for their upcoming exams
past,naturalistic,transport,9,simple,nat_01430.wav,nat_01430,plural,The children enjoyed the long road trip last summer
past,naturalistic,emotion,9,independent,nat_00484.wav,nat_00484,plural,They didn't understand the pain because they weren't there
past,naturalistic,shopping,9,independent,nat_01757.wav,nat_01757,plural,The stores weren't open for the sales ended early
present,naturalistic,housing,10,independent,nat_01923.wav,nat_01923,singular,Do not paint the walls while the lights remain on
past,naturalistic,transport,9,dependent,nat_00095.wav,nat_00095,singular,Explore the area he had visited during spring break
future,naturalistic,weather,12,independent,nat_01020.wav,nat_01020,plural,You all should not expect snow this winter since temperatures will rise
present,naturalistic,basic,5,simple,nat_00563.wav,nat_00563,singular,You bring joy to everyone
present,naturalistic,relationship,7,preposition,nat_01264.wav,nat_01264,singular,Your mother isn't going to the meeting
future,naturalistic,weather,6,simple,nat_00742.wav,nat_00742,singular,You won't enjoy the rain tonight
future,naturalistic,basic,10,dependent,nat_00863.wav,nat_00863,plural,Are employees who aren't attending the conference not available today?
past,naturalistic,sport,9,simple,nat_01598.wav,nat_01598,singular,Let me know when you finished your training yesterday
present,naturalistic,food,5,simple,nat_01714.wav,nat_01714,singular,His coffee isn't hot enough
present,naturalistic,nature,5,simple,nat_01484.wav,nat_01484,plural,The winds aren't strong today
future,naturalistic,transport,11,dependent,nat_00891.wav,nat_00891,singular,How will the person taking the bus get there on time?
present,naturalistic,basic,8,simple,nat_01577.wav,nat_01577,plural,The students study in the library after class
present,naturalistic,relationship,9,independent,nat_01881.wav,nat_01881,plural,Their cousins travel often yet they always return home
past,naturalistic,basic,7,simple,nat_01038.wav,nat_01038,plural,Hadn't your siblings seen that movie before?
future,naturalistic,food,6,simple,nat_00206.wav,nat_00206,singular,She will prepare a healthy salad
present,naturalistic,nature,5,simple,nat_00392.wav,nat_00392,singular,The snow doesn't stay long
present,naturalistic,weather,10,independent,nat_00794.wav,nat_00794,singular,Don't leave now because it's not safe in a storm
future,naturalistic,transport,7,simple,nat_00870.wav,nat_00870,singular,The plane will not leave on time
past,naturalistic,transport,10,preposition,nat_00397.wav,nat_00397,singular,You should not sleep during the flight over the ocean
past,naturalistic,food,12,preposition,nat_00766.wav,nat_00766,singular,Was the milk by the door not in the fridge last night?
future,naturalistic,relationship,10,preposition,nat_02050.wav,nat_02050,singular,My brother will ride the bike to the school event
future,naturalistic,transport,9,preposition,nat_01241.wav,nat_01241,plural,You should not leave for the airport at dawn
future,naturalistic,art,8,preposition,nat_01028.wav,nat_01028,singular,I will take a class about painting techniques
future,naturalistic,basic,8,simple,nat_01792.wav,nat_01792,plural,Will your colleagues join us for lunch later?
future,naturalistic,humanity,8,preposition,nat_00642.wav,nat_00642,singular,He will study the book about history soon
present,naturalistic,shopping,8,dependent,nat_01485.wav,nat_01485,singular,She must avoid the store that never discounts
present,naturalistic,transport,11,independent,nat_01966.wav,nat_01966,singular,I do not ride the train nor do I fly often
future,naturalistic,basic,6,simple,nat_00612.wav,nat_00612,singular,Stop by the store later today
future,naturalistic,transport,11,simple,nat_01762.wav,nat_01762,singular,Shall we see a faster ride on those new trains soon?
present,naturalistic,work,7,simple,nat_00960.wav,nat_00960,singular,You don't have to stay late tonight
future,naturalistic,emotion,11,independent,nat_01570.wav,nat_01570,singular,My heart won't feel light while the music will play loudly
future,naturalistic,relationship,11,preposition,nat_02010.wav,nat_02010,singular,Will my friend from school not be visiting us next week?
present,naturalistic,shopping,10,preposition,nat_00725.wav,nat_00725,singular,Do not place the heavy items on that small shelf
future,naturalistic,weather,6,simple,nat_01895.wav,nat_01895,singular,This storm will not end soon
present,naturalistic,basic,9,dependent,nat_00683.wav,nat_00683,plural,I know the children playing outside are very happy
past,naturalistic,transport,8,simple,nat_00098.wav,nat_00098,singular,Remember that she didn't buy the used car
past,naturalistic,housing,10,preposition,nat_00804.wav,nat_00804,singular,Paint the wall beside the window like you did yesterday
future,naturalistic,basic,10,preposition,nat_01751.wav,nat_01751,plural,Will you not stay for dinner at our place tonight?
future,naturalistic,shopping,10,preposition,nat_00502.wav,nat_00502,singular,The item won't be available on the display after today
past,naturalistic,transport,6,simple,nat_00779.wav,nat_00779,singular,The train arrived late last night
future,naturalistic,shopping,10,simple,nat_01863.wav,nat_01863,singular,Ask for the sale and you will get a discount
past,naturalistic,food,9,independent,nat_00200.wav,nat_00200,singular,You didn't finish the salad because you were full
future,naturalistic,health,10,dependent,nat_01796.wav,nat_01796,plural,Friends who support each other will improve their mental health
present,naturalistic,basic,10,preposition,nat_00378.wav,nat_00378,plural,His parents by the door aren't ready to leave yet
future,naturalistic,weather,9,dependent,nat_00418.wav,nat_00418,plural,The leaves will not fall if it's still summer
future,naturalistic,relationship,8,simple,nat_01698.wav,nat_01698,singular,She will not be attending the family dinner
present,naturalistic,nature,5,simple,nat_00391.wav,nat_00391,singular,Your garden isn't too small
future,naturalistic,sport,10,preposition,nat_01522.wav,nat_01522,plural,Don't forget to play until the end of the match
present,naturalistic,housing,9,dependent,nat_01162.wav,nat_01162,singular,The carpet you like is in the living room
present,naturalistic,emotion,8,preposition,nat_01495.wav,nat_01495,singular,My heart without love isn't at peace today
future,naturalistic,relationship,9,preposition,nat_02027.wav,nat_02027,plural,Will the children outside the house not play tomorrow?
future,naturalistic,weather,10,dependent,nat_01152.wav,nat_01152,singular,The weather won't clear up until late in the afternoon
present,naturalistic,weather,8,simple,nat_01367.wav,nat_01367,singular,This storm doesn't usually last long around here
present,naturalistic,food,6,simple,nat_00064.wav,nat_00064,plural,Prepare the vegetables for the salad
present,naturalistic,nature,9,dependent,nat_02062.wav,nat_02062,singular,Study the river as it winds across the valley
present,naturalistic,relationship,7,simple,nat_01180.wav,nat_01180,singular,Is your cousin not feeling better today?
future,naturalistic,weather,9,simple,nat_00492.wav,nat_00492,plural,The nights will not be warm in early autumn
present,naturalistic,basic,9,preposition,nat_00379.wav,nat_00379,plural,Their plans for tomorrow don't include a visit nearby
past,naturalistic,food,11,preposition,nat_00763.wav,nat_00763,singular,Did your drink from the fridge not taste right to you?
past,naturalistic,basic,8,preposition,nat_00791.wav,nat_00791,singular,Never call during the meeting in my office
present,naturalistic,food,5,simple,nat_01076.wav,nat_01076,plural,Are healthy snacks available here?
future,naturalistic,relationship,7,simple,nat_00878.wav,nat_00878,singular,Will my uncle not be coming soon?
present,naturalistic,shopping,7,preposition,nat_00337.wav,nat_00337,singular,The sale at the shop starts today
future,naturalistic,health,5,simple,nat_01016.wav,nat_01016,singular,Your mood won't affect everyone
past,naturalistic,food,11,preposition,nat_01275.wav,nat_01275,singular,He wasn't eating any snacks from the office table back then
past,naturalistic,work,7,simple,nat_00455.wav,nat_00455,singular,He prepared the lecture notes last week
present,naturalistic,work,8,dependent,nat_00815.wav,nat_00815,singular,The test which you prepared for is easy
future,naturalistic,shopping,7,simple,nat_00995.wav,nat_00995,singular,That service will not improve next month
present,controlled,shopping,4,baseline,ctrl_00000.wav,ctrl_00000,plural,Buyers buy the goods.
present,controlled,shopping,5,baseline_a,ctrl_00001.wav,ctrl_00001,plural,Customers eagerly buy the item.
present,controlled,shopping,5,baseline_b,ctrl_00002.wav,ctrl_00002,plural,Pleased customers acquire the goods.
present,controlled,shopping,6,baseline_c,ctrl_00003.wav,ctrl_00003,plural,Pleased clients enthusiastically buy the product.
present,controlled,shopping,7,control,ctrl_00004.wav,ctrl_00004,plural,Buyers on the website buy the product.
present,controlled,shopping,8,control_a,ctrl_00005.wav,ctrl_00005,plural,Clients on the site avidly purchase the merchandise.
present,controlled,shopping,8,control_b,ctrl_00006.wav,ctrl_00006,plural,Pleased clients on the site buy the product.
present,controlled,shopping,9,control_c,ctrl_00007.wav,ctrl_00007,plural,Happy customers on the site eagerly buy the item.
present,controlled,shopping,7,standard_subject,ctrl_00008.wav,ctrl_00008,plural,Clients who frequent regularly buy the item.
present,controlled,shopping,8,standard_subject_a,ctrl_00009.wav,ctrl_00009,plural,Customers who attend regularly eagerly buy the merchandise.
present,controlled,shopping,8,standard_subject_b,ctrl_00010.wav,ctrl_00010,plural,Pleased clients who attend daily acquire the product.
present,controlled,shopping,9,standard_subject_c,ctrl_00011.wav,ctrl_00011,plural,Content customers who visit daily enthusiastically buy the product.
present,controlled,shopping,7,standard_object,ctrl_00012.wav,ctrl_00012,plural,Buyers that reviews praise buy the good.
present,controlled,shopping,8,standard_object_a,ctrl_00013.wav,ctrl_00013,plural,Customers that reviews praise enthusiastically buy the product.
present,controlled,shopping,8,standard_object_b,ctrl_00014.wav,ctrl_00014,plural,Happy buyers that critiques praise acquire the item.
