level_0,index,theme,type,structure,numer,tense,polarity,sentence,num_words,validity_huge_issue
22830,22830,nature,imperative,dependent,plural,future,affirmative,Keep watch over the lakes that will freeze in early winter,11,correct
22831,22831,nature,imperative,dependent,plural,future,affirmative,Follow the stars that will guide you across this vast desert,11,correct
22833,22833,nature,imperative,dependent,plural,future,affirmative,Seek out the paths which the migrating birds will follow,10,correct
22834,22834,nature,imperative,dependent,plural,future,affirmative,Learn from the mountains whose peaks will greet the sunrise daily,11,correct
22835,22835,nature,imperative,dependent,plural,future,affirmative,Listen to the waves that will tell tales of distant lands,11,correct
22836,22836,nature,imperative,dependent,plural,future,affirmative,Cherish the forests that will sing with the voices of nightingales,11,correct
22837,22837,nature,imperative,dependent,plural,future,affirmative,Find peace in the deserts where the sands will shift endlessly,11,correct
22900,22900,housing,declarative,dependent,plural,present,affirmative,The pictures on the wall make the room look cozy,10,correct
22902,22902,housing,declarative,dependent,plural,present,affirmative,The lamps that you see provide a warm glow,9,correct
22903,22903,housing,declarative,dependent,plural,present,affirmative,Our shelves that hold the books need dusting soon,9,correct
22907,22907,housing,declarative,dependent,plural,present,affirmative,The curtains which match the sofa look very elegant in here,11,correct
22909,22909,housing,declarative,dependent,plural,present,affirmative,The floors which they installed last week feel so much smoother,11,correct
22911,22911,housing,declarative,dependent,plural,present,affirmative,The chairs by the deck invite people to sit outside,10,correct
22913,22913,housing,declarative,dependent,plural,present,affirmative,The lights whose bulbs are new enhance the atmosphere significantly,10,correct
22914,22914,housing,declarative,dependent,plural,present,affirmative,The tiles on their bathroom floor have a unique pattern now,11,correct
22916,22916,housing,declarative,dependent,plural,present,affirmative,Our plants that are on the windowsill grow well with sunlight,11,correct
22917,22917,housing,declarative,dependent,plural,present,affirmative,The rugs which they chose for their house match the decor perfectly,12,correct
22919,22919,housing,declarative,dependent,plural,present,affirmative,The rooms whose walls are painted feel warm and inviting,10,correct
22921,22921,housing,interrogative,independent,plural,past,affirmative,Why were the floors still wet when the guests arrived?,10,correct
22924,22924,housing,interrogative,independent,plural,past,affirmative,Did the children play outside while their parents painted the fence?,11,correct
22926,22926,housing,interrogative,independent,plural,past,affirmative,Can the carpets look new if they were cleaned yesterday?,10,correct
22927,22927,housing,interrogative,independent,plural,past,affirmative,How did the dining tables break when they were handled with care?,12,correct
22928,22928,housing,interrogative,independent,plural,past,affirmative,Did those chairs match the sofa or were they a different style?,12,correct
22930,22930,housing,interrogative,independent,plural,past,affirmative,Can the renovations finish quickly so the family can return?,10,correct
22931,22931,housing,interrogative,independent,plural,past,affirmative,Were the dishes washed while the machine had been running all morning?,12,correct
22933,22933,housing,interrogative,independent,plural,past,affirmative,Did those houses look better after they were painted last summer?,11,correct
22937,22937,housing,interrogative,independent,plural,past,affirmative,Could the ceiling fans spin faster because they were upgraded last week?,12,correct
22938,22938,housing,interrogative,independent,plural,past,affirmative,Did those lamps flicker or had they simply stopped working?,10,correct
22939,22939,housing,interrogative,independent,plural,past,affirmative,Did you cover those bookshelves while dusting so they stayed clean?,11,correct
23000,23000,housing,declarative,dependent,singular,present,affirmative,The chair that you see is very comfortable,8,correct
23001,23001,housing,declarative,dependent,singular,present,affirmative,My brother lives in the house built last year,9,correct
23002,23002,housing,declarative,dependent,singular,present,affirmative,The faucet that leaks is in the kitchen,8,correct
23003,23003,housing,declarative,dependent,singular,present,affirmative,This home feels cozy when it's raining outside,8,correct
23004,23004,housing,declarative,dependent,singular,present,affirmative,The table where we eat is made of oak wood,10,correct
23005,23005,housing,declarative,dependent,singular,present,affirmative,She cleans the room where all the guests stay,9,correct
23006,23006,housing,declarative,dependent,singular,present,affirmative,The carpet you like is in the living room,9,correct
23007,23007,housing,declarative,dependent,singular,present,affirmative,Our sofa has a pattern that I really admire,9,correct
23008,23008,housing,declarative,dependent,singular,present,affirmative,The light in the hallway flickers sometimes,7,correct
23009,23009,housing,declarative,dependent,singular,present,affirmative,I love the garden that blooms in springtime,8,correct
23010,23010,housing,declarative,dependent,singular,present,affirmative,This cupboard holds all the dishes we need,8,correct
23011,23011,housing,declarative,dependent,singular,present,affirmative,Her bedroom has a view of the ocean waves,9,correct
23012,23012,housing,declarative,dependent,singular,present,affirmative,The window that sticks was fixed yesterday,7,correct
23013,23013,housing,declarative,dependent,singular,present,affirmative,Every lamp in the house provides enough light,8,correct
23014,23014,housing,declarative,dependent,singular,present,affirmative,His favorite chair is the one by the fireplace,9,correct
23016,23016,housing,declarative,dependent,singular,present,affirmative,She appreciates the painting hanging in the hall,8,correct
23017,23017,housing,declarative,dependent,singular,present,affirmative,This bookshelf can hold many of the old books,9,correct
23018,23018,housing,declarative,dependent,singular,present,affirmative,The roof protects us from heavy rainfalls daily,8,correct
